ТИК,район,№ УИК,Число избирателей на январь,МН пришли,МН ушли,КОИБ(1)/КЕГ(2),Адрес голосования,location_type,адреса домов,телефон,url,uikpage,Адрес комиссии,phone
26,Красносельский,1179,1008,76,59,0,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Поселковая улица, дом 26 А, ООО Жилкомсервис №1 Красносельского района",ООО Жилкомсервис №1 Красносельского района,"Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново) 4; 8; 8А; 9; 10А; 11; 12; 13; 15А; 17; 19; 19А; 20; 22; 28; 29; 30; 32; 33; 34; 35; 36; 36А; 37; 38; 39А; 40; 41; 43; 44; 45; 46; 47А; 6/7; 12/1; 13к2; 27/13
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново),22А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново),24А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново),27А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново),34А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново),41А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново),44А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново),45А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Заводская улица (Старо-Паново),8Б (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,1-я Шоссейная улица (Старо-Паново) 6; 8; 10; 12; 17
 Красносельский район,муниципальное образование муниципальный округ Горелово,2-я Заводская улица (Старо-Паново) 1; 3; 4; 5; 6; 7; 8; 9; 10; 15; 17; 18; 19; 20; 21; 24; 25; 26; 27; 28; 29; 31; 35; 37; 37А; 38; 39; 40; 41; 42; 46; 47А; 48; 49А; 50; 52; 54; 56
 Красносельский район,муниципальное образование муниципальный округ Горелово,2-я Заводская улица (Старо-Паново),39А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,2-я Шоссейная улица (Старо-Паново) 1; 3; 4; 5; 7; 8; 10; 11; 12; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 26; 28
 Красносельский район,муниципальное образование муниципальный округ Горелово,2-я Шоссейная улица (Старо-Паново),5А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Безымянная улица (Старо-Паново) 2; 4; 6; 9; 10; 11; 12; 12А; 14А; 15; 21; 25
 Красносельский район,муниципальное образование муниципальный округ Горелово,Восточная улица (Старо-Паново) 4; 13; 15; 17; 19; 22; 28; 34
 Красносельский район,муниципальное образование муниципальный округ Горелово,Железнодорожная улица (Старо-Паново) 9; 11; 13; 15; 17
 Красносельский район,муниципальное образование муниципальный округ Горелово,Железнодорожная улица (Старо-Паново),3 (3 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Земская улица (Старо-Паново) 1; 2; 3; 4; 5; 7; 8; 9; 11; 12; 13; 14А; 15; 16; 17; 18; 19; 20; 21; 21А; 23; 24; 27; 29; 30; 31; 33; 34; 35; 36; 37; 38; 39; 40; 41; 43; 44; 45; 46; 46А; 47; 48; 49; 50; 52; 53; 54; 55; 56; 58; 59; 60; 61; 62; 63; 64; 65; 66; 68; 70; 72; 74; 76; 78; 80; 82; 84; 94; 96; 12к3; 40к2; 41к2; 46к2
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красная улица (Старо-Паново) 1; 1А; 5; 6; 7; 8; 10; 12; 13; 15; 20; 21; 24; 14к1; 14к2
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красная улица (Старо-Паново),14к3 (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красная улица (Старо-Паново),14к4 (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красная улица (Старо-Паново),14к5 (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красная улица (Старо-Паново),14к6 (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красная улица (Старо-Паново),14к7 (14 к7 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красная улица (Старо-Паново),14к7 (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красная улица (Старо-Паново),14к8 (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красных Зорь улица (Старо-Паново) 6; 7; 8; 9; 10; 11; 13; 14; 16; 18; 19; 20; 22; 23; 24; 26; 30; 31
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красных Зорь улица (Старо-Паново),36 (36 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Набережная улица (Старо-Паново) 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 12А; 13; 14; 15; 17; 19; 21; 23; 25; 27; 29; 31; 33; 37; 39; 41; 43; 17к2
 Красносельский район,муниципальное образование муниципальный округ Горелово,Поселковая улица (Старо-Паново) 1; 10; 12; 13; 14; 15; 16; 16А; 17; 18; 18А; 19; 20к3
 Красносельский район,муниципальное образование муниципальный округ Горелово,Поселковая улица (Старо-Паново),13А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Поселковая улица (Старо-Паново),17А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Поселковая улица (Старо-Паново),19А (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Речная улица (Старо-Паново) 12; 19",8(931)3261230,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026034&tvd=4784026215742&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215742,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133301,"198205, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Поселковая улица, дом 26 А, ООО Жилкомсервис №1 Красносельского района",8(931)3261230
26,Красносельский,1180,1983,94,110,1,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",ГБОУ СОШ №391,"Красносельский район,муниципальное образование муниципальный округ Горелово,Дачная улица (Горелово) 12; 257
 Красносельский район,муниципальное образование муниципальный округ Горелово,Дачная улица (Горелово),180 (180 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Кирова улица (Горелово) 2/4
 Красносельский район,муниципальное образование муниципальный округ Горелово,Коммунаров улица (Горелово) 76
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово) 22
 Красносельский район,муниципальное образование муниципальный округ Горелово,Ломоносова улица (Горелово) 94
 Красносельский район,муниципальное образование муниципальный округ Горелово,Максима Горького улица (Горелово) 35
 Красносельский район,муниципальное образование муниципальный округ Горелово,Мира улица (Горелово) 9; 12; 15; 28
 Красносельский район,муниципальное образование муниципальный округ Горелово,Можайского улица (Горелово) 4; 6; 8; 38; 44
 Красносельский район,муниципальное образование муниципальный округ Горелово,Московская улица (Горелово) 2; 3; 4; 5; 7; 9; 10; 12; 16; 17; 18; 20; 21; 22; 23; 24; 25; 26; 28; 30; 38; 43; 46; 48; 50; 52; 53; 55; 56; 57; 58; 59; 60; 61; 62; 63; 65; 66; 67; 68; 70; 71; 72; 73; 74; 75; 77; 79; 82А; 83; 85; 87; 88; 89; 93; 98; 100; 102; 103; 104; 105; 107; 109; 111; 113; 119; 121; 123; 125; 133; 30к2; 98к2
 Красносельский район,муниципальное образование муниципальный округ Горелово,Московская улица (Горелово),14 (14 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Московская улица (Горелово),44 (44 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Набережная улица (Горелово) 1; 1А; 3; 5; 7; 9; 11; 13; 15; 17; 21; 23; 25; 29; 33; 35; 37; 39; 39А; 41; 43; 45; 47; 49; 51; 53; 57; 59; 60; 61; 63; 65; 67; 71А; 73; 75; 77; 81; 81А; 83; 83А; 85; 91; 93; 95; 97; 99; 101; 103; 105; 107; 109; 111; 113; 115; 117; 119; 121; 123; 125; 31/1
 Красносельский район,муниципальное образование муниципальный округ Горелово,Набережная улица (Горелово),27 (27 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Осенний переулок (Горелово) 13
 Красносельский район,муниципальное образование муниципальный округ Горелово,Парковая улица (Горелово) 1; 4; 6; 10; 14; 16; 17; 23; 29; 35; 37; 43; 47; 47А; 49; 51; 53; 54; 65; 69; 71; 73; 75; 79; 80; 91; 93; 109; 113; 123; 12к3; 125; 126; 128; 129; 130; 131; 133; 134; 135; 136; 141; 141А; 145; 147; 149; 151; 172; 174; 176; 178; 180; 182; 47к2; 126к2
 Красносельский район,муниципальное образование муниципальный округ Горелово,Парковая улица (Горелово),63 (63 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Песочный переулок (Горелово) 3; 4; 5; 6; 8
 Красносельский район,муниципальное образование муниципальный округ Горелово,Поселковый переулок (Горелово) 7; 13; 14; 15; 16; 17; 18; 18Б; 19; 19А; 19Б; 20; 21; 23; 25; 27
 Красносельский район,муниципальное образование муниципальный округ Горелово,Речной переулок (Горелово) 2; 9; 11; 12; 14; 16; 17; 19; 21; 23; 24; 25; 26; 27; 28; 29; 30; 31; 33; 35; 37; 39; 41; 43
 Красносельский район,муниципальное образование муниципальный округ Горелово,Садовый переулок (Горелово) 3; 4; 5; 6; 7; 10; 11; 13; 15
 Красносельский район,муниципальное образование муниципальный округ Горелово,Садовый переулок (Горелово),17 (17 лит. А)",8(931)3261231,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026035&tvd=4784026215743&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215743,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133313,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",8(931)3261231
26,Красносельский,1181,1926,243,200,1,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Политрука Пасечника улица, дом 3, ГБОУ СОШ №398",ГБОУ СОШ №398,"Красносельский район,муниципальное образование муниципальный округ Горелово,1-я линия (Торики) 1; 2; 3; 4; 5; 6; 8
 Красносельский район,муниципальное образование муниципальный округ Горелово,2-я линия (Торики) 1; 2; 4; 4А; 5; 5А; 9
 Красносельский район,муниципальное образование муниципальный округ Горелово,3-я линия (Торики) 1; 2; 3; 4; 6; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 19А; 28; 13к2
 Красносельский район,муниципальное образование муниципальный округ Горелово,3-я линия (Торики),5 (5 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Аннинское шоссе (Торики) 1; 2; 3А; 4; 4А; 5; 5А; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 18А; 19А; 19Б; 20; 21; 22; 2к2; 23; 2к3; 24; 26; 27; 28; 29; 30; 32; 34; 35; 36; 37; 38; 39; 40; 41; 42; 43; 4к3; 45; 46; 47; 48; 49; 50; 51; 52; 53; 54; 55; 56; 57; 57А; 58; 59; 60; 60А; 61; 61А; 62; 63; 64; 66; 57к4; 57к5
 Красносельский район,муниципальное образование муниципальный округ Горелово,Аннинское шоссе (Торики),18Б (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Аннинское шоссе (Торики),18к2 (18 к2 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Аннинское шоссе (Торики),3 (3 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Аннинское шоссе (Торики),31 (31 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Аннинское шоссе (Торики),35к2 (35 к2 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Береговая улица (Торики) 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23
 Красносельский район,муниципальное образование муниципальный округ Горелово,Генерала Лагуткина улица (Торики) 3
 Красносельский район,муниципальное образование муниципальный округ Горелово,Девятое садоводство 2-я линия (Торики) 9
 Красносельский район,муниципальное образование муниципальный округ Горелово,Дружбы улица (Торики) 6; 8; 8А; 9А; 10
 Красносельский район,муниципальное образование муниципальный округ Горелово,Зеленая улица (Торики) 1; 2; 3; 4; 5; 6; 7; 8
 Красносельский район,муниципальное образование муниципальный округ Горелово,Ленинградская улица (Торики) 2; 4; 6; 8
 Красносельский район,муниципальное образование муниципальный округ Горелово,Луговая улица (Торики) 5; 6; 8; 12; 13; 14; 16; 19; 21; 22; 23; 24; 25; 26; 26А; 27; 27А; 28; 30
 Красносельский район,муниципальное образование муниципальный округ Горелово,Луговая улица (Торики),15 (15 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Малая улица (Торики) 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 15; 16; 17; 3к1; 3к2
 Красносельский район,муниципальное образование муниципальный округ Горелово,Молодежная улица (Торики) 1; 2; 3; 4; 5; 6; 9; 10; 11; 12; 13; 14; 15; 17; 18; 19; 21; 22; 23; 24; 25; 26; 30; 32; 33; 34; 35
 Красносельский район,муниципальное образование муниципальный округ Горелово,Песочная улица (Торики) 1; 2; 3; 4; 5; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 21; 22; 24; 24А; 26; 26А; 27; 28
 Красносельский район,муниципальное образование муниципальный округ Горелово,Песочная улица (Торики),6 (6 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Победы улица (Торики) 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 28; 29; 30; 31; 32; 34; 36; 37; 38; 39; 41; 42; 43; 44; 46; 33к2
 Красносельский район,муниципальное образование муниципальный округ Горелово,Победы улица (Торики),27 (27 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Победы улица (Торики),2Б (расселен)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Победы улица (Торики),33 (33 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Победы улица (Торики),40 (40 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Полевой переулок (Торики) 1; 2; 3; 5; 6; 7
 Красносельский район,муниципальное образование муниципальный округ Горелово,Полевой переулок (Торики),4 (4 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Политрука Пасечника улица (Торики) 1; 1к1
 Красносельский район,муниципальное образование муниципальный округ Горелово,Советская улица (Торики) 4",8(812)4210857,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026036&tvd=4784026215744&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215744,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133325,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Политрука Пасечника улица, дом 3, ГБОУ СОШ №398",8(812)4210857
26,Красносельский,1182,2226,114,190,1,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Политрука Пасечника улица, дом 3, ГБОУ СОШ №398",ГБОУ СОШ №398,"Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Политрука Пасечника улица (Торики) 2; 4; 6; 7; 8; 9; 10; 16; 20; 8к2; 10к2; 11к3
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Политрука Пасечника улица (Торики),11к1 (11 к1 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Политрука Пасечника улица (Торики),11к2 (11 к2 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Политрука Пасечника улица (Торики),17 (17 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Политрука Пасечника улица (Торики),4к2 (4 к2 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Политрука Пасечника улица (Торики),5к1 (5 к1 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Политрука Пасечника улица (Торики),6к2 (6 к2 лит. А)",8(812)7462439,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026037&tvd=4784026215745&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215745,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133337,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Политрука Пасечника улица, дом 3, ГБОУ СОШ №398",8(812)7462439
26,Красносельский,1183,959,45,59,0,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Геологическая улица, дом 75, корпус 5, ООО ""Городской центр коммунального сервиса""",ООО 'Городской центр коммунального сервиса',"Красносельский район,муниципальное образование муниципальный округ Горелово,Геологическая улица (Горелово) 75к1; 75к2; 75к3; 75к4; 75к5; 75к6; 75к7; 75к12; 75к14
 Красносельский район,муниципальное образование муниципальный округ Горелово,Куттузи 2; 4; 6; 8; 10; 12; 14",8(931)3261232,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026038&tvd=4784026215746&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215746,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133349,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Геологическая улица, дом 75, корпус 5, ООО ""Городской центр коммунального сервиса""",8(931)3261232
26,Красносельский,1184,2311,70,136,1,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",ГБОУ СОШ №391,"Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово) 36; 44; 46; 48; 46к2
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово),38 (38 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово),40 (40 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово),42 (42 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово),44к3 (44 к3 лит. А)
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово),46к3 (46 к3 лит. А)",8(931)3261284,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026039&tvd=4784026215747&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215747,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133361,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",8(931)3261284
26,Красносельский,1185,1075,61,61,0,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",ГБОУ СОШ №391,"Красносельский район,муниципальное образование муниципальный округ Горелово,Железнодорожная улица (Горелово) 8; 9
 Красносельский район,муниципальное образование муниципальный округ Горелово,Зеленая улица (Горелово) 1; 2; 3; 4; 7; 9; 11; 15; 17
 Красносельский район,муниципальное образование муниципальный округ Горелово,Зеленая улица (Горелово),5 (5 лит.А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Колхозная улица (Горелово) 2; 3; 4; 5; 6; 10; 11; 12; 14; 15; 16; 18; 19; 21
 Красносельский район,муниципальное образование муниципальный округ Горелово,Колхозная улица (Горелово),13 (13 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Мира улица (Горелово) 40; 44; 45; 47; 48; 36/24; 39/24
 Красносельский район,муниципальное образование муниципальный округ Горелово,Школьная улица (Горелово) 37",8(812)7462728,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026040&tvd=4784026215748&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215748,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133373,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",8(812)7461143
26,Красносельский,1186,1589,98,106,1,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",,,8(931)3261233,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026041&tvd=4784026215749&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215749,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133385,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",8(931)3261233
26,Красносельский,1187,2404,121,168,1,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",ГБОУ СОШ №391,"Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово) 52к1; 52к2; 52к3
 Россия,Город Санкт-Петербург,Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово),46к4 (46 к4 лит. А)",8(931)3261234,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026042&tvd=4784026215750&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215750,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133397,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 34, ГБОУ СОШ №391",8(931)3261234
26,Красносельский,1188,2788,172,219,1,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 54, корпус 7, ГБДОУ детский сад №86",ГБДОУ детский сад №86,"Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово) 54к1; 54к2; 54к3; 54к4; 54к5; 54к6",8(931)3261258,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026043&tvd=4784026215751&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215751,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133409,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 54, корпус 7, ГБДОУ детский сад №86",8(931)3261258
26,Красносельский,1189,2560,335,246,1,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 54, корпус 7, ГБДОУ детский сад №86",ГБДОУ детский сад №86,"Красносельский район,муниципальное образование муниципальный округ Горелово,Коммунаров улица (Горелово) 139; 141; 143; 145; 147; 149; 151; 153; 154; 156; 158; 158А; 160; 162; 164; 166; 168; 170; 172; 174; 176; 178; 180; 182; 190; 188к1; 188к2; 188к3
 Красносельский район,муниципальное образование муниципальный округ Горелово,Коммунаров улица (Горелово),83 (83 лит. А)
 Красносельский район,муниципальное образование муниципальный округ Горелово,Красносельское шоссе (Горелово) 56к1; 56к2; 56к3",8(812)4133032,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=show&global=true&root=784026044&tvd=4784026215752&vrn=100100084849062&prver=0&pronetvd=0&region=99&sub_region=99&type=0&vibid=4784026215752,http://www.st-petersburg.vybory.izbirkom.ru/region/st-petersburg?action=ik&vrn=4784026133421,"198323, Город Санкт-Петербург, Красносельский район, муниципальное образование муниципальный округ Горелово, Красносельское шоссе, дом 54, корпус 7, ГБДОУ детский сад №86",8(812)4133032
